Jour	Foret	Essence	SommeBois
j12	Lac_Dutilly	SPF	0.000
j13	Lac_Dutilly	SPF	0.000
j14	Lac_Dutilly	SPF	0.000
j15	Lac_Dutilly	SPF	0.000
j16	Lac_Dutilly	SPF	0.000
j17	Lac_Dutilly	SPF	0.000
j18	Lac_Dutilly	SPF	0.000
j19	Lac_Dutilly	SPF	0.000
j20	Lac_Dutilly	SPF	0.000
j21	Lac_Dutilly	SPF	0.000
j22	Lac_Dutilly	SPF	0.000
j23	Lac_Dutilly	SPF	0.000
j24	Lac_Dutilly	SPF	0.000
j25	Lac_Dutilly	SPF	0.000
j26	Lac_Dutilly	SPF	0.000
j27	Lac_Dutilly	SPF	0.000
j28	Lac_Dutilly	SPF	0.000
j29	Lac_Dutilly	SPF	0.000
j30	Lac_Dutilly	SPF	0.000
j31	Lac_Dutilly	SPF	0.000
j32	Lac_Dutilly	SPF	0.000
j33	Lac_Dutilly	SPF	0.000
j34	Lac_Dutilly	SPF	0.000
j35	Lac_Dutilly	SPF	0.000
j36	Lac_Dutilly	SPF	0.000
j37	Lac_Dutilly	SPF	0.000
j38	Lac_Dutilly	SPF	0.000
j39	Lac_Dutilly	SPF	0.000
j40	Lac_Dutilly	SPF	0.000
j41	Lac_Dutilly	SPF	0.000
j42	Lac_Dutilly	SPF	0.000
j43	Lac_Dutilly	SPF	0.000
j44	Lac_Dutilly	SPF	0.000
j45	Lac_Dutilly	SPF	0.000
j46	Lac_Dutilly	SPF	0.000
j47	Lac_Dutilly	SPF	0.000
j48	Lac_Dutilly	SPF	0.000
j49	Lac_Dutilly	SPF	0.000
j50	Lac_Dutilly	SPF	0.000
j51	Lac_Dutilly	SPF	0.000
j52	Lac_Dutilly	SPF	0.000
j53	Lac_Dutilly	SPF	0.000
j54	Lac_Dutilly	SPF	0.000
j55	Lac_Dutilly	SPF	0.000
j56	Lac_Dutilly	SPF	0.000
j57	Lac_Dutilly	SPF	0.000
j58	Lac_Dutilly	SPF	0.000
j59	Lac_Dutilly	SPF	0.000
j60	Lac_Dutilly	SPF	1404.000
j61	Lac_Dutilly	SPF	3586.000
j62	Lac_Dutilly	SPF	3586.000
j63	Lac_Dutilly	SPF	1990.000
j64	Lac_Dutilly	SPF	1990.000
j65	Lac_Dutilly	SPF	1990.000
j66	Lac_Dutilly	SPF	1990.000
j67	Lac_Dutilly	SPF	3586.000
j68	Lac_Dutilly	SPF	1990.000
j69	Lac_Dutilly	SPF	3586.000
j70	Lac_Dutilly	SPF	3408.000
j71	Lac_Dutilly	SPF	1990.000
j72	Lac_Dutilly	SPF	3586.000
j73	Lac_Dutilly	SPF	1990.000
j74	Lac_Dutilly	SPF	3586.000
j75	Lac_Dutilly	SPF	2010.000
j76	Lac_Dutilly	SPF	3586.000
j77	Lac_Dutilly	SPF	1990.000
j78	Lac_Dutilly	SPF	3340.000
j79	Lac_Dutilly	SPF	3586.000
j80	Lac_Dutilly	SPF	3586.000
j81	Lac_Dutilly	SPF	5004.000
j82	Lac_Dutilly	SPF	0.000
j83	Lac_Dutilly	SPF	0.000
j01	Lac_Dutilly	Fir	0.000
j02	Lac_Dutilly	Fir	0.000
j03	Lac_Dutilly	Fir	0.000
j04	Lac_Dutilly	Fir	0.000
j05	Lac_Dutilly	Fir	0.000
j06	Lac_Dutilly	Fir	0.000
j07	Lac_Dutilly	Fir	0.000
j08	Lac_Dutilly	Fir	0.000
j09	Lac_Dutilly	Fir	0.000
j10	Lac_Dutilly	Fir	0.000
j11	Lac_Dutilly	Fir	0.000
j12	Lac_Dutilly	Fir	0.000
j13	Lac_Dutilly	Fir	0.000
j14	Lac_Dutilly	Fir	0.000
j15	Lac_Dutilly	Fir	0.000
j16	Lac_Dutilly	Fir	0.000
j17	Lac_Dutilly	Fir	0.000
j18	Lac_Dutilly	Fir	0.000
j19	Lac_Dutilly	Fir	0.000
j20	Lac_Dutilly	Fir	0.000
j21	Lac_Dutilly	Fir	0.000
j22	Lac_Dutilly	Fir	0.000
j23	Lac_Dutilly	Fir	0.000
j24	Lac_Dutilly	Fir	0.000
j25	Lac_Dutilly	Fir	0.000
j26	Lac_Dutilly	Fir	0.000
j27	Lac_Dutilly	Fir	0.000
j28	Lac_Dutilly	Fir	0.000
j29	Lac_Dutilly	Fir	0.000
j30	Lac_Dutilly	Fir	0.000
j31	Lac_Dutilly	Fir	0.000
j32	Lac_Dutilly	Fir	0.000
j33	Lac_Dutilly	Fir	0.000
j34	Lac_Dutilly	Fir	0.000
j35	Lac_Dutilly	Fir	0.000
j36	Lac_Dutilly	Fir	0.000
j37	Lac_Dutilly	Fir	0.000
j38	Lac_Dutilly	Fir	0.000
j39	Lac_Dutilly	Fir	0.000
j40	Lac_Dutilly	Fir	0.000
j41	Lac_Dutilly	Fir	0.000
j42	Lac_Dutilly	Fir	0.000
j43	Lac_Dutilly	Fir	0.000
j44	Lac_Dutilly	Fir	0.000
j45	Lac_Dutilly	Fir	0.000
j46	Lac_Dutilly	Fir	0.000
j47	Lac_Dutilly	Fir	0.000
j48	Lac_Dutilly	Fir	0.000
j49	Lac_Dutilly	Fir	0.000
j50	Lac_Dutilly	Fir	0.000
j51	Lac_Dutilly	Fir	0.000
j52	Lac_Dutilly	Fir	0.000
j53	Lac_Dutilly	Fir	0.000
j54	Lac_Dutilly	Fir	0.000
j55	Lac_Dutilly	Fir	0.000
j56	Lac_Dutilly	Fir	0.000
j57	Lac_Dutilly	Fir	0.000
j58	Lac_Dutilly	Fir	0.000
j59	Lac_Dutilly	Fir	0.000
j60	Lac_Dutilly	Fir	0.000
j61	Lac_Dutilly	Fir	786.937
j62	Lac_Dutilly	Fir	786.938
j63	Lac_Dutilly	Fir	786.938
j64	Lac_Dutilly	Fir	786.938
j65	Lac_Dutilly	Fir	0.000
j66	Lac_Dutilly	Fir	737.438
j67	Lac_Dutilly	Fir	0.000
j68	Lac_Dutilly	Fir	0.000
j69	Lac_Dutilly	Fir	0.000
j70	Lac_Dutilly	Fir	0.000
j71	Lac_Dutilly	Fir	0.000
j72	Lac_Dutilly	Fir	786.938
j73	Lac_Dutilly	Fir	786.938
j74	Lac_Dutilly	Fir	786.938
j75	Lac_Dutilly	Fir	786.938
j76	Lac_Dutilly	Fir	786.938
j77	Lac_Dutilly	Fir	820.125
j78	Lac_Dutilly	Fir	0.000
j79	Lac_Dutilly	Fir	0.000
j80	Lac_Dutilly	Fir	0.000
j81	Lac_Dutilly	Fir	0.000
j82	Lac_Dutilly	Fir	0.000
j83	Lac_Dutilly	Fir	0.000
j01	LacSamuelBedard	SPF	0.000
j02	LacSamuelBedard	SPF	0.000
j03	LacSamuelBedard	SPF	0.000
j04	LacSamuelBedard	SPF	0.000
j05	LacSamuelBedard	SPF	0.000
j06	LacSamuelBedard	SPF	0.000
j07	LacSamuelBedard	SPF	0.000
j08	LacSamuelBedard	SPF	0.000
j09	LacSamuelBedard	SPF	0.000
j10	LacSamuelBedard	SPF	0.000
j11	LacSamuelBedard	SPF	0.000
j12	LacSamuelBedard	SPF	0.000
j13	LacSamuelBedard	SPF	0.000
j14	LacSamuelBedard	SPF	0.000
j15	LacSamuelBedard	SPF	0.000
j16	LacSamuelBedard	SPF	0.000
j17	LacSamuelBedard	SPF	0.000
j18	LacSamuelBedard	SPF	0.000
j19	LacSamuelBedard	SPF	0.000
j20	LacSamuelBedard	SPF	0.000
j21	LacSamuelBedard	SPF	0.000
j22	LacSamuelBedard	SPF	0.000
j23	LacSamuelBedard	SPF	0.000
j24	LacSamuelBedard	SPF	0.000
j25	LacSamuelBedard	SPF	0.000
j26	LacSamuelBedard	SPF	0.000
j27	LacSamuelBedard	SPF	0.000
j28	LacSamuelBedard	SPF	0.000
j29	LacSamuelBedard	SPF	0.000
j30	LacSamuelBedard	SPF	0.000
j31	LacSamuelBedard	SPF	0.000
j32	LacSamuelBedard	SPF	0.000
j33	LacSamuelBedard	SPF	0.000
j34	LacSamuelBedard	SPF	0.000
j35	LacSamuelBedard	SPF	0.000
j36	LacSamuelBedard	SPF	0.000
j37	LacSamuelBedard	SPF	2834.000
j38	LacSamuelBedard	SPF	2834.000
j39	LacSamuelBedard	SPF	1238.000
j40	LacSamuelBedard	SPF	1238.000
j41	LacSamuelBedard	SPF	4252.000
j42	LacSamuelBedard	SPF	1238.000
j43	LacSamuelBedard	SPF	3218.000
j44	LacSamuelBedard	SPF	4622.800
j45	LacSamuelBedard	SPF	5018.000
j46	LacSamuelBedard	SPF	2834.000
j47	LacSamuelBedard	SPF	2834.000
j48	LacSamuelBedard	SPF	2426.800
j49	LacSamuelBedard	SPF	1238.000
j50	LacSamuelBedard	SPF	2834.000
j51	LacSamuelBedard	SPF	2834.000
j52	LacSamuelBedard	SPF	1238.000
j53	LacSamuelBedard	SPF	1238.000
j54	LacSamuelBedard	SPF	1238.000
j55	LacSamuelBedard	SPF	1238.000
j56	LacSamuelBedard	SPF	1238.000
j57	LacSamuelBedard	SPF	1238.000
j58	LacSamuelBedard	SPF	0.000
j59	LacSamuelBedard	SPF	0.000
j60	LacSamuelBedard	SPF	0.000
j61	LacSamuelBedard	SPF	0.000
j62	LacSamuelBedard	SPF	0.000
j63	LacSamuelBedard	SPF	0.000
j64	LacSamuelBedard	SPF	0.000
j65	LacSamuelBedard	SPF	0.000
j66	LacSamuelBedard	SPF	0.000
j67	LacSamuelBedard	SPF	0.000
j68	LacSamuelBedard	SPF	0.000
j69	LacSamuelBedard	SPF	0.000
j70	LacSamuelBedard	SPF	0.000
j71	LacSamuelBedard	SPF	0.000
j72	LacSamuelBedard	SPF	0.000
j73	LacSamuelBedard	SPF	0.000
j74	LacSamuelBedard	SPF	0.000
j75	LacSamuelBedard	SPF	0.000
j76	LacSamuelBedard	SPF	0.000
j77	LacSamuelBedard	SPF	0.000
j78	LacSamuelBedard	SPF	0.000
j79	LacSamuelBedard	SPF	0.000
j80	LacSamuelBedard	SPF	0.000
j81	LacSamuelBedard	SPF	0.000
j82	LacSamuelBedard	SPF	0.000
j83	LacSamuelBedard	SPF	0.000
j01	LacSamuelBedard	Fir	0.000
j02	LacSamuelBedard	Fir	0.000
j03	LacSamuelBedard	Fir	0.000
j04	LacSamuelBedard	Fir	0.000
j05	LacSamuelBedard	Fir	0.000
j06	LacSamuelBedard	Fir	0.000
j07	LacSamuelBedard	Fir	0.000
j08	LacSamuelBedard	Fir	0.000
j09	LacSamuelBedard	Fir	0.000
j10	LacSamuelBedard	Fir	0.000
j11	LacSamuelBedard	Fir	0.000
j12	LacSamuelBedard	Fir	0.000
j13	LacSamuelBedard	Fir	0.000
j14	LacSamuelBedard	Fir	0.000
j15	LacSamuelBedard	Fir	0.000
j16	LacSamuelBedard	Fir	0.000
j17	LacSamuelBedard	Fir	0.000
j18	LacSamuelBedard	Fir	0.000
j19	LacSamuelBedard	Fir	0.000
j20	LacSamuelBedard	Fir	0.000
j21	LacSamuelBedard	Fir	0.000
j22	LacSamuelBedard	Fir	0.000
j23	LacSamuelBedard	Fir	0.000
j24	LacSamuelBedard	Fir	0.000
j25	LacSamuelBedard	Fir	0.000
j26	LacSamuelBedard	Fir	0.000
j27	LacSamuelBedard	Fir	0.000
j28	LacSamuelBedard	Fir	0.000
j29	LacSamuelBedard	Fir	0.000
j30	LacSamuelBedard	Fir	0.000
j31	LacSamuelBedard	Fir	0.000
j32	LacSamuelBedard	Fir	0.000
j33	LacSamuelBedard	Fir	0.000
j34	LacSamuelBedard	Fir	0.000
j35	LacSamuelBedard	Fir	0.000
j36	LacSamuelBedard	Fir	0.000
j37	LacSamuelBedard	Fir	1328.000
j38	LacSamuelBedard	Fir	0.000
j39	LacSamuelBedard	Fir	0.000
j40	LacSamuelBedard	Fir	1328.000
j41	LacSamuelBedard	Fir	617.085
j42	LacSamuelBedard	Fir	0.000
j43	LacSamuelBedard	Fir	778.378
j44	LacSamuelBedard	Fir	0.000
j45	LacSamuelBedard	Fir	0.000
j46	LacSamuelBedard	Fir	0.000
j47	LacSamuelBedard	Fir	0.000
j48	LacSamuelBedard	Fir	0.000
j49	LacSamuelBedard	Fir	0.000
j50	LacSamuelBedard	Fir	0.000
j51	LacSamuelBedard	Fir	0.000
j52	LacSamuelBedard	Fir	0.000
j53	LacSamuelBedard	Fir	0.000
j54	LacSamuelBedard	Fir	0.000
j55	LacSamuelBedard	Fir	0.000
j56	LacSamuelBedard	Fir	786.938
j57	LacSamuelBedard	Fir	0.000
j58	LacSamuelBedard	Fir	0.000
j59	LacSamuelBedard	Fir	0.000
j60	LacSamuelBedard	Fir	0.000
j61	LacSamuelBedard	Fir	0.000
j62	LacSamuelBedard	Fir	0.000
j63	LacSamuelBedard	Fir	0.000
j64	LacSamuelBedard	Fir	0.000
j65	LacSamuelBedard	Fir	0.000
j66	LacSamuelBedard	Fir	0.000
j67	LacSamuelBedard	Fir	0.000
j68	LacSamuelBedard	Fir	0.000
j69	LacSamuelBedard	Fir	0.000
j70	LacSamuelBedard	Fir	0.000
j71	LacSamuelBedard	Fir	0.000
j72	LacSamuelBedard	Fir	0.000
j73	LacSamuelBedard	Fir	0.000
j74	LacSamuelBedard	Fir	0.000
j75	LacSamuelBedard	Fir	0.000
j76	LacSamuelBedard	Fir	0.000
j77	LacSamuelBedard	Fir	0.000
j78	LacSamuelBedard	Fir	0.000
j79	LacSamuelBedard	Fir	0.000
j80	LacSamuelBedard	Fir	0.000
j81	LacSamuelBedard	Fir	0.000
j82	LacSamuelBedard	Fir	0.000
j83	LacSamuelBedard	Fir	0.000
j01	Lac_de_la_Loupe	SPF	0.000
j02	Lac_de_la_Loupe	SPF	0.000
j03	Lac_de_la_Loupe	SPF	0.000
j04	Lac_de_la_Loupe	SPF	0.000
j05	Lac_de_la_Loupe	SPF	0.000
j06	Lac_de_la_Loupe	SPF	0.000
j07	Lac_de_la_Loupe	SPF	0.000
j08	Lac_de_la_Loupe	SPF	0.000
j09	Lac_de_la_Loupe	SPF	0.000
j10	Lac_de_la_Loupe	SPF	0.000
j11	Lac_de_la_Loupe	SPF	0.000
j12	Lac_de_la_Loupe	SPF	0.000
j13	Lac_de_la_Loupe	SPF	0.000
j14	Lac_de_la_Loupe	SPF	0.000
j15	Lac_de_la_Loupe	SPF	0.000
j16	Lac_de_la_Loupe	SPF	0.000
j17	Lac_de_la_Loupe	SPF	0.000
j18	Lac_de_la_Loupe	SPF	0.000
j19	Lac_de_la_Loupe	SPF	0.000
j20	Lac_de_la_Loupe	SPF	0.000
j21	Lac_de_la_Loupe	SPF	0.000
j22	Lac_de_la_Loupe	SPF	0.000
j23	Lac_de_la_Loupe	SPF	0.000
j24	Lac_de_la_Loupe	SPF	0.000
j25	Lac_de_la_Loupe	SPF	0.000
j26	Lac_de_la_Loupe	SPF	0.000
j27	Lac_de_la_Loupe	SPF	0.000
j28	Lac_de_la_Loupe	SPF	0.000
j29	Lac_de_la_Loupe	SPF	0.000
j30	Lac_de_la_Loupe	SPF	0.000
j31	Lac_de_la_Loupe	SPF	0.000
j32	Lac_de_la_Loupe	SPF	0.000
j33	Lac_de_la_Loupe	SPF	0.000
j34	Lac_de_la_Loupe	SPF	0.000
j35	Lac_de_la_Loupe	SPF	0.000
j36	Lac_de_la_Loupe	SPF	0.000
j37	Lac_de_la_Loupe	SPF	0.000
j38	Lac_de_la_Loupe	SPF	0.000
j39	Lac_de_la_Loupe	SPF	0.000
j40	Lac_de_la_Loupe	SPF	0.000
j41	Lac_de_la_Loupe	SPF	0.000
j42	Lac_de_la_Loupe	SPF	0.000
j43	Lac_de_la_Loupe	SPF	0.000
j44	Lac_de_la_Loupe	SPF	0.000
j45	Lac_de_la_Loupe	SPF	0.000
j46	Lac_de_la_Loupe	SPF	0.000
j47	Lac_de_la_Loupe	SPF	0.000
j48	Lac_de_la_Loupe	SPF	0.000
j49	Lac_de_la_Loupe	SPF	0.000
j50	Lac_de_la_Loupe	SPF	0.000
j51	Lac_de_la_Loupe	SPF	0.000
j52	Lac_de_la_Loupe	SPF	0.000
j53	Lac_de_la_Loupe	SPF	0.000
j54	Lac_de_la_Loupe	SPF	0.000
j55	Lac_de_la_Loupe	SPF	0.000
j56	Lac_de_la_Loupe	SPF	0.000
j57	Lac_de_la_Loupe	SPF	0.000
j58	Lac_de_la_Loupe	SPF	0.000
j59	Lac_de_la_Loupe	SPF	0.000
j60	Lac_de_la_Loupe	SPF	0.000
j61	Lac_de_la_Loupe	SPF	0.000
j62	Lac_de_la_Loupe	SPF	0.000
j63	Lac_de_la_Loupe	SPF	0.000
j64	Lac_de_la_Loupe	SPF	0.000
j65	Lac_de_la_Loupe	SPF	0.000
j66	Lac_de_la_Loupe	SPF	0.000
j67	Lac_de_la_Loupe	SPF	0.000
j68	Lac_de_la_Loupe	SPF	0.000
j69	Lac_de_la_Loupe	SPF	0.000
j70	Lac_de_la_Loupe	SPF	0.000
j71	Lac_de_la_Loupe	SPF	0.000
j72	Lac_de_la_Loupe	SPF	0.000
j73	Lac_de_la_Loupe	SPF	0.000
j74	Lac_de_la_Loupe	SPF	0.000
j75	Lac_de_la_Loupe	SPF	0.000
j76	Lac_de_la_Loupe	SPF	0.000
j77	Lac_de_la_Loupe	SPF	0.000
j78	Lac_de_la_Loupe	SPF	0.000
j79	Lac_de_la_Loupe	SPF	0.000
j80	Lac_de_la_Loupe	SPF	0.000
j81	Lac_de_la_Loupe	SPF	0.000
j82	Lac_de_la_Loupe	SPF	0.000
j83	Lac_de_la_Loupe	SPF	0.000
j01	Lac_de_la_Loupe	Fir	0.000
j02	Lac_de_la_Loupe	Fir	0.000
j03	Lac_de_la_Loupe	Fir	0.000
j04	Lac_de_la_Loupe	Fir	0.000
j05	Lac_de_la_Loupe	Fir	0.000
j06	Lac_de_la_Loupe	Fir	0.000
j07	Lac_de_la_Loupe	Fir	0.000
j08	Lac_de_la_Loupe	Fir	0.000
j09	Lac_de_la_Loupe	Fir	0.000
j10	Lac_de_la_Loupe	Fir	0.000
j11	Lac_de_la_Loupe	Fir	0.000
j12	Lac_de_la_Loupe	Fir	0.000
j13	Lac_de_la_Loupe	Fir	0.000
j14	Lac_de_la_Loupe	Fir	0.000
j15	Lac_de_la_Loupe	Fir	0.000
j16	Lac_de_la_Loupe	Fir	0.000
j17	Lac_de_la_Loupe	Fir	0.000
j18	Lac_de_la_Loupe	Fir	0.000
j19	Lac_de_la_Loupe	Fir	0.000
j20	Lac_de_la_Loupe	Fir	0.000
j21	Lac_de_la_Loupe	Fir	0.000
j22	Lac_de_la_Loupe	Fir	0.000
j23	Lac_de_la_Loupe	Fir	0.000
j24	Lac_de_la_Loupe	Fir	0.000
j25	Lac_de_la_Loupe	Fir	0.000
j26	Lac_de_la_Loupe	Fir	0.000
j27	Lac_de_la_Loupe	Fir	0.000
j28	Lac_de_la_Loupe	Fir	0.000
j29	Lac_de_la_Loupe	Fir	0.000
j30	Lac_de_la_Loupe	Fir	0.000
j31	Lac_de_la_Loupe	Fir	0.000
j32	Lac_de_la_Loupe	Fir	0.000
j33	Lac_de_la_Loupe	Fir	0.000
j34	Lac_de_la_Loupe	Fir	0.000
j35	Lac_de_la_Loupe	Fir	0.000
j36	Lac_de_la_Loupe	Fir	0.000
j37	Lac_de_la_Loupe	Fir	0.000
j38	Lac_de_la_Loupe	Fir	0.000
j39	Lac_de_la_Loupe	Fir	0.000
j40	Lac_de_la_Loupe	Fir	0.000
j41	Lac_de_la_Loupe	Fir	0.000
j42	Lac_de_la_Loupe	Fir	0.000
j43	Lac_de_la_Loupe	Fir	0.000
j44	Lac_de_la_Loupe	Fir	0.000
j45	Lac_de_la_Loupe	Fir	0.000
j46	Lac_de_la_Loupe	Fir	0.000
j47	Lac_de_la_Loupe	Fir	0.000
j48	Lac_de_la_Loupe	Fir	0.000
j49	Lac_de_la_Loupe	Fir	0.000
j50	Lac_de_la_Loupe	Fir	0.000
j51	Lac_de_la_Loupe	Fir	0.000
j52	Lac_de_la_Loupe	Fir	0.000
j53	Lac_de_la_Loupe	Fir	0.000
j54	Lac_de_la_Loupe	Fir	0.000
j55	Lac_de_la_Loupe	Fir	0.000
j56	Lac_de_la_Loupe	Fir	0.000
j57	Lac_de_la_Loupe	Fir	0.000
j58	Lac_de_la_Loupe	Fir	0.000
j59	Lac_de_la_Loupe	Fir	0.000
j60	Lac_de_la_Loupe	Fir	0.000
j61	Lac_de_la_Loupe	Fir	0.000
j62	Lac_de_la_Loupe	Fir	0.000
j63	Lac_de_la_Loupe	Fir	0.000
j64	Lac_de_la_Loupe	Fir	0.000
j65	Lac_de_la_Loupe	Fir	0.000
j66	Lac_de_la_Loupe	Fir	0.000
j67	Lac_de_la_Loupe	Fir	0.000
j68	Lac_de_la_Loupe	Fir	0.000
j69	Lac_de_la_Loupe	Fir	0.000
j70	Lac_de_la_Loupe	Fir	0.000
j71	Lac_de_la_Loupe	Fir	0.000
j72	Lac_de_la_Loupe	Fir	0.000
j73	Lac_de_la_Loupe	Fir	0.000
j74	Lac_de_la_Loupe	Fir	0.000
j75	Lac_de_la_Loupe	Fir	0.000
j76	Lac_de_la_Loupe	Fir	0.000
j77	Lac_de_la_Loupe	Fir	0.000
j78	Lac_de_la_Loupe	Fir	0.000
j79	Lac_de_la_Loupe	Fir	0.000
j80	Lac_de_la_Loupe	Fir	0.000
j81	Lac_de_la_Loupe	Fir	0.000
j82	Lac_de_la_Loupe	Fir	0.000
j83	Lac_de_la_Loupe	Fir	0.000
j01	Lac_Singapore	SPF	0.000
j02	Lac_Singapore	SPF	0.000
j03	Lac_Singapore	SPF	0.000
j04	Lac_Singapore	SPF	0.000
j05	Lac_Singapore	SPF	0.000
j06	Lac_Singapore	SPF	0.000
j07	Lac_Singapore	SPF	0.000
j08	Lac_Singapore	SPF	0.000
j09	Lac_Singapore	SPF	0.000
j10	Lac_Singapore	SPF	0.000
j11	Lac_Singapore	SPF	0.000
j12	Lac_Singapore	SPF	0.000
j13	Lac_Singapore	SPF	0.000
j14	Lac_Singapore	SPF	0.000
j15	Lac_Singapore	SPF	0.000
j16	Lac_Singapore	SPF	0.000
j17	Lac_Singapore	SPF	0.000
j18	Lac_Singapore	SPF	0.000
j19	Lac_Singapore	SPF	0.000
j20	Lac_Singapore	SPF	0.000
j21	Lac_Singapore	SPF	0.000
j22	Lac_Singapore	SPF	0.000
j23	Lac_Singapore	SPF	0.000
j24	Lac_Singapore	SPF	0.000
j25	Lac_Singapore	SPF	0.000
j26	Lac_Singapore	SPF	0.000
j27	Lac_Singapore	SPF	0.000
j28	Lac_Singapore	SPF	0.000
j29	Lac_Singapore	SPF	0.000
j30	Lac_Singapore	SPF	0.000
j31	Lac_Singapore	SPF	0.000
j32	Lac_Singapore	SPF	0.000
j33	Lac_Singapore	SPF	0.000
j34	Lac_Singapore	SPF	0.000
j35	Lac_Singapore	SPF	0.000
j36	Lac_Singapore	SPF	0.000
j37	Lac_Singapore	SPF	0.000
j38	Lac_Singapore	SPF	0.000
j39	Lac_Singapore	SPF	0.000
j40	Lac_Singapore	SPF	0.000
j41	Lac_Singapore	SPF	0.000
j42	Lac_Singapore	SPF	0.000
j43	Lac_Singapore	SPF	0.000
j44	Lac_Singapore	SPF	0.000
j45	Lac_Singapore	SPF	0.000
j46	Lac_Singapore	SPF	0.000
j47	Lac_Singapore	SPF	0.000
j48	Lac_Singapore	SPF	0.000
j49	Lac_Singapore	SPF	0.000
j50	Lac_Singapore	SPF	0.000
j51	Lac_Singapore	SPF	0.000
j52	Lac_Singapore	SPF	0.000
j53	Lac_Singapore	SPF	0.000
j54	Lac_Singapore	SPF	0.000
j55	Lac_Singapore	SPF	0.000
j56	Lac_Singapore	SPF	0.000
j57	Lac_Singapore	SPF	0.000
j58	Lac_Singapore	SPF	0.000
j59	Lac_Singapore	SPF	0.000
j60	Lac_Singapore	SPF	0.000
j61	Lac_Singapore	SPF	0.000
j62	Lac_Singapore	SPF	0.000
j63	Lac_Singapore	SPF	0.000
j64	Lac_Singapore	SPF	0.000
j65	Lac_Singapore	SPF	0.000
j66	Lac_Singapore	SPF	0.000
j67	Lac_Singapore	SPF	0.000
j68	Lac_Singapore	SPF	0.000
j69	Lac_Singapore	SPF	0.000
j70	Lac_Singapore	SPF	0.000
j71	Lac_Singapore	SPF	0.000
j72	Lac_Singapore	SPF	0.000
j73	Lac_Singapore	SPF	0.000
j74	Lac_Singapore	SPF	0.000
j75	Lac_Singapore	SPF	0.000
j76	Lac_Singapore	SPF	0.000
j77	Lac_Singapore	SPF	0.000
j78	Lac_Singapore	SPF	0.000
j79	Lac_Singapore	SPF	0.000
j80	Lac_Singapore	SPF	0.000
j81	Lac_Singapore	SPF	0.000
j82	Lac_Singapore	SPF	0.000
j83	Lac_Singapore	SPF	0.000
j01	Lac_Singapore	Fir	0.000
j02	Lac_Singapore	Fir	0.000
j03	Lac_Singapore	Fir	0.000
j04	Lac_Singapore	Fir	0.000
j05	Lac_Singapore	Fir	0.000
j06	Lac_Singapore	Fir	0.000
j07	Lac_Singapore	Fir	0.000
j08	Lac_Singapore	Fir	0.000
j09	Lac_Singapore	Fir	0.000
j10	Lac_Singapore	Fir	0.000
j11	Lac_Singapore	Fir	0.000
j12	Lac_Singapore	Fir	0.000
j13	Lac_Singapore	Fir	0.000
j14	Lac_Singapore	Fir	0.000
j15	Lac_Singapore	Fir	0.000
j16	Lac_Singapore	Fir	0.000
j17	Lac_Singapore	Fir	0.000
j18	Lac_Singapore	Fir	0.000
j19	Lac_Singapore	Fir	0.000
j20	Lac_Singapore	Fir	0.000
j21	Lac_Singapore	Fir	0.000
j22	Lac_Singapore	Fir	0.000
j23	Lac_Singapore	Fir	0.000
j24	Lac_Singapore	Fir	0.000
j25	Lac_Singapore	Fir	0.000
j26	Lac_Singapore	Fir	0.000
j27	Lac_Singapore	Fir	0.000
j28	Lac_Singapore	Fir	0.000
j29	Lac_Singapore	Fir	0.000
j30	Lac_Singapore	Fir	0.000
j31	Lac_Singapore	Fir	0.000
j32	Lac_Singapore	Fir	0.000
j33	Lac_Singapore	Fir	0.000
j34	Lac_Singapore	Fir	0.000
j35	Lac_Singapore	Fir	0.000
j36	Lac_Singapore	Fir	0.000
j37	Lac_Singapore	Fir	0.000
j38	Lac_Singapore	Fir	0.000
j39	Lac_Singapore	Fir	0.000
j40	Lac_Singapore	Fir	0.000
j41	Lac_Singapore	Fir	0.000
j42	Lac_Singapore	Fir	0.000
j43	Lac_Singapore	Fir	0.000
j44	Lac_Singapore	Fir	0.000
j45	Lac_Singapore	Fir	0.000
j46	Lac_Singapore	Fir	0.000
j47	Lac_Singapore	Fir	0.000
j48	Lac_Singapore	Fir	0.000
j49	Lac_Singapore	Fir	0.000
j50	Lac_Singapore	Fir	0.000
j51	Lac_Singapore	Fir	0.000
j52	Lac_Singapore	Fir	0.000
j53	Lac_Singapore	Fir	0.000
j54	Lac_Singapore	Fir	0.000
j55	Lac_Singapore	Fir	0.000
j56	Lac_Singapore	Fir	0.000
j57	Lac_Singapore	Fir	0.000
j58	Lac_Singapore	Fir	0.000
j59	Lac_Singapore	Fir	0.000
j60	Lac_Singapore	Fir	0.000
j61	Lac_Singapore	Fir	0.000
j62	Lac_Singapore	Fir	0.000
j63	Lac_Singapore	Fir	0.000
j64	Lac_Singapore	Fir	0.000
j65	Lac_Singapore	Fir	0.000
j66	Lac_Singapore	Fir	0.000
j67	Lac_Singapore	Fir	0.000
j68	Lac_Singapore	Fir	0.000
j69	Lac_Singapore	Fir	0.000
j70	Lac_Singapore	Fir	0.000
j71	Lac_Singapore	Fir	0.000
j72	Lac_Singapore	Fir	0.000
j73	Lac_Singapore	Fir	0.000
j74	Lac_Singapore	Fir	0.000
j75	Lac_Singapore	Fir	0.000
j76	Lac_Singapore	Fir	0.000
j77	Lac_Singapore	Fir	0.000
